"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://cybervadis.com/","text/html","200","OK","Indexable","","Home | Cybervadis","17","167","CyberVadis combines a SaaS platform with expert-managed, evidence-based assessments to streamline third-party cyber risk management for enterprises.","148","957","","0","Mitigate Third-Party Cyber Risks. With Confidence.","50","","0","Trusted by Businesses Worldwide","31","CyberVadis Helps Organizations Worldwide Manage Third-Party Cyber Risks with Confidence","87","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/","","","","","","264628","49022","49022","7.265","","861","141","6.106","40.575","Hard","2.476","0","0","","98","38","0","100.000","48","24","0","17","15","0","","","","","b03629a81d23aff0636fac7942cbdc07","0.043","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/","2026-05-21 18:20:08"
"https://cybervadis.com/mitigate-third-party-risks/risk-reduction","text/html","200","OK","Indexable","","Risk reduction | Cybervadis","27","239","CyberVadis enables enterprises to reduce third-party cyber risks through collaborative improvement plans, real-time progress tracking, and compliance with frameworks like NIS2 and DORA.​","186","1162","","0","Efficient Risk Mitigation Starts with Collaboration","51","","0","Collaborate with Your Vendors to Drive Improvements","51","Empower Your Vendors to Improve","31","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/mitigate-third-party-risks/risk-reduction","","","","","","245298","45378","45378","6.725","","769","111","6.928","51.616","Fairly Hard","2.368","1","1","","79","38","0","100.000","45","23","0","7","5","0","","","","","d1cee376e68f8584b754405b35dd0203","0.071","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/mitigate-third-party-risks/risk-reduction","2026-05-21 18:20:09"
"https://cybervadis.com/mitigate-third-party-risks/pricing","text/html","200","OK","Indexable","","Pricing | Cybervadis","20","175","","0","0","","0","The TPCRM Program Designed for You","34","","0","Trusted by Businesses Worldwide","31","See CyberVadis in Action","24","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/mitigate-third-party-risks/pricing","","","","","","228836","42114","42114","6.241","","155","30","5.167","60.227","Normal","0.734","1","1","","76","38","0","100.000","42","20","0","17","15","0","","","","","75443c138204472b365a633a55edd6db","0.080","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/mitigate-third-party-risks/pricing","2026-05-21 18:20:09"
"https://cybervadis.com/mitigate-third-party-risks","text/html","200","OK","Indexable","","Mitigate third-party risks | Cybervadis","39","331","Strengthen your supply chain with smarter third-party cyber risk management. CyberVadis helps enterprises identify, mitigate, and monitor supply chain risks through automated, evidence-based assessments. Talk with one of our experts today!","239","1500","","0","Stronger Supply Chains Start with Smarter Third-Party Cyber Risk Management","75","","0","Why Third-Party & Supply Chain Cyber Risk Management Matters for Your Business","78","Take the Headache out of Third-Party Cyber Risk Management","58","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/mitigate-third-party-risks","","","","","","253149","47253","47253","7.003","","777","125","6.216","40.145","Hard","2.411","1","0","","120","38","0","100.000","46","22","0","17","15","0","","","","","ee282252d758681df57e3b0cde59a282","0.086","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/mitigate-third-party-risks","2026-05-21 18:20:09"
"https://cybervadis.com/resources","text/html","200","OK","Indexable","","Resources | Cybervadis","22","206","","0","0","","0","Resources","9","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/resources","","","","","","231398","41711","41711","6.182","","464","91","5.099","60.720","Normal","1.624","1","0","","127","38","0","100.000","50","31","0","7","5","0","","","","","7876c32cbf64fc83332922829605e87c","0.060","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/resources","2026-05-21 18:20:09"
"https://cybervadis.com/resources/articles/ensure-nis-2-compliance-for-third-party-management","text/html","200","OK","Indexable","","Ensure NIS2 compliance for third-party management | Cybervadis","62","581","Article on NIS2 requirements and how CyberVadis can help.","57","366","","0","Ensure NIS2 compliance for third-party management","49","","0","Subscribe to newsletter","23","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/resources/articles/ensure-nis-2-compliance-for-third-party-management","","","","","","224836","42301","42301","6.269","","346","48","7.208","44.500","Hard","1.365","1","2","","13","11","0","28.950","44","23","0","7","5","0","","","","","c41b26afe65737c522809b7cfb947de1","0.050","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/resources/articles/ensure-nis-2-compliance-for-third-party-management","2026-05-21 18:20:10"
"https://cybervadis.com/get-assessed/how-it-works","text/html","200","OK","Indexable","","How It Works | Cybervadis","25","231","CyberVadis streamlines cyber risk assessments with a tailored SaaS platform, expert analysis, and actionable insights to enhance your cybersecurity posture.​","157","969","","0","Enhance Your Cyber Maturity in Just Four Steps","46","","0","1 Register & Complete Your Questionnaire","40","2 CyberVadis Analysts Review Your Submission","44","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/get-assessed/how-it-works","","","","","","244228","45303","45303","6.714","","803","120","6.692","52.335","Fairly Hard","2.462","1","1","","79","38","0","100.000","45","20","0","8","6","0","","","","","7550e779ffb260bacc8e893948670715","0.052","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/get-assessed/how-it-works","2026-05-21 18:20:10"
"https://cybervadis.com/about-us/trust-center","text/html","200","OK","Indexable","","Trust Center | Cybervadis","25","225","","0","0","","0","Trust center","12","","0","Information Security","20","Contractual Privacy Protection for Customers","44","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/about-us/trust-center","","","","","","234353","44772","44772","6.635","","1410","212","6.651","34.784","Hard","4.498","1","1","","83","38","0","100.000","40","19","0","13","11","0","","","","","d73ad40cb6fae3540e03b68562fa802d","0.048","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/about-us/trust-center","2026-05-21 18:20:10"
"https://cybervadis.com/_nuxt/DaexzCYB.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","139554","139554","139554","20.682","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.055","Thu, 07 May 2026 15:31:29 GMT","","","","","1.1","","","","","","https://cybervadis.com/_nuxt/DaexzCYB.js","2026-05-21 18:20:11"
"https://cybervadis.com/get-assessed/tailored-and-standardized-assessment","text/html","200","OK","Indexable","","Tailored & Standardized Assessment | Cybervadis","47","442","CyberVadis offers a tailored and standardized cyber risk assessment aligned with global frameworks like NIST, ISO, and GDPR, ensuring efficient cybersecurity compliance.​","170","1052","","0","Tailored and Standardized Assessment, Just the Way Your Company Needs It","72","","0","Methodology Aligned with Global Frameworks, Including NIST, ISO, GDPR, and Beyond","81","Ensure NIS2 compliance for third-party management","49","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://cybervadis.com/get-assessed/tailored-and-standardized-assessment","","","","","","240286","45900","45900","6.802","","934","142","6.577","37.209","Hard","3.028","1","1","","78","38","0","100.000","43","21","0","8","5","0","","","","","cf4e5c31fd8f0c9bf5af833422e29a6d","0.056","Thu, 07 May 2026 15:31:29 GMT","","","","en","1.1","","","","","","https://cybervadis.com/get-assessed/tailored-and-standardized-assessment","2026-05-21 18:20:11"
